corpus_name;sentence_position;word_position;value;postag_name;confidence_score
wikipedia1;3;23;et;X;100
wikipedia1;3;24;de;X;100
wikipedia1;3;25;Lorraine;X;100
wikipedia1;3;26;(;PUNCT;100
wikipedia1;3;27;Gschìchtverein;NOUN;100
wikipedia1;3;28;vu;ADP;100
wikipedia1;3;29;da;DET;100
wikipedia1;3;30;Israelita;NOUN;100
wikipedia1;3;31;vum;ADP;100
wikipedia1;3;32;Elsàss;PROPN;100
wikipedia1;3;33;un;CONJ;100
wikipedia1;3;34;vu;ADP;100
wikipedia1;3;35;Lothrìnga;PROPN;100
wikipedia1;3;36;);PUNCT;100
wikipedia1;3;37;gaa;VERB;100
wikipedia1;3;38;hàt;AUX;100
wikipedia1;3;39;.;PUNCT;100
wikipedia1;4;1;So;ADV;100
wikipedia1;4;2;kààt;VERB;100
wikipedia1;4;3;ma;PRON;100
wikipedia1;4;4;s;DET;100
wikipedia1;4;5;kültürella;ADJ;100
wikipedia1;4;6;Erbgüet;NOUN;100
wikipedia1;4;7;vu;ADP;100
wikipedia1;4;8;da;DET;100
wikipedia1;4;9;elsassischa;ADJ;100
wikipedia1;4;10;Juda;NOUN;100
wikipedia1;4;11;entdecka;VERB;100
wikipedia1;4;12;.;PUNCT;100
wikipedia1;5;1;Dàs;DET;100
wikipedia1;5;2;Museum;NOUN;100
wikipedia1;5;3;befìndet;VERB;100
wikipedia1;5;4;sìch;PRON;100
wikipedia1;5;5;nawa;ADP;100
wikipedia1;5;6;dr;DET;100
wikipedia1;5;7;Ìll;PROPN;100
wikipedia1;5;8;,;PUNCT;100
wikipedia1;5;9;ìn;ADP;100
wikipedia1;5;10;'ma;DET;100
wikipedia1;5;11;Gebäi;NOUN;100
wikipedia1;5;12;wo;PRON;100
wikipedia1;5;13;zu;ADP;100
wikipedia1;5;14;da;DET;100
wikipedia1;5;15;monuments;X;100
wikipedia1;5;16;historiques;X;100
wikipedia1;5;17;gheert;VERB;100
wikipedia1;5;18;,;PUNCT;100
wikipedia1;5;19;àn;ADP;100
wikipedia1;5;20;dr;DET;100
wikipedia1;5;21;Àdrass;NOUN;100
wikipedia1;5;22;:;PUNCT;100
wikipedia1;5;23;23-25;NUM;100
wikipedia1;5;24;Place;X;100
wikipedia1;5;25;du;X;100
wikipedia1;5;26;Corbeau;X;100
wikipedia1;5;27;.;PUNCT;100
wikipedia1;6;1;S;DET;100
wikipedia1;6;2;Museum;NOUN;100
wikipedia1;6;3;ìsch;VERB;100
wikipedia1;6;4;àm;ADP;100
wikipedia1;6;5;3.;NUM;100
wikipedia1;6;6;Novamber;NOUN;100
wikipedia1;6;7;1902;NUM;100
wikipedia1;6;8;grìnda;VERB;100
wikipedia1;6;9;worra;AUX;100
wikipedia1;6;10;,;PUNCT;100
wikipedia1;6;11;bim;ADP;100
wikipedia1;6;12;Notàr;NOUN;100
wikipedia1;6;13;Alfred;PROPN;100
wikipedia1;6;14;Ritleng;PROPN;100
wikipedia1;6;15;z';ADP;100
wikipedia1;6;16;Stroßburri;PROPN;100
wikipedia1;6;17;.;PUNCT;100
wikipedia1;7;1;Bi;ADP;100
wikipedia1;7;2;da;DET;100
wikipedia1;7;3;Grìnder;NOUN;100
wikipedia1;7;4;sìn;AUX;100
wikipedia1;7;5;dr;DET;100
wikipedia1;7;6;Pierre;PROPN;100
wikipedia1;7;7;Bucher;PROPN;100
wikipedia1;7;8;,;PUNCT;100
wikipedia1;7;9;dr;DET;100
wikipedia1;7;10;Ferdinand;PROPN;100
wikipedia1;7;11;un;CONJ;100
wikipedia1;7;12;dr;DET;100
wikipedia1;7;13;Léon;PROPN;100
wikipedia1;7;14;Dollinger;PROPN;100
wikipedia1;7;15;,;PUNCT;100
wikipedia1;7;16;dr;DET;100
wikipedia1;7;17;Anselme;PROPN;100
wikipedia1;7;18;Laugel;PROPN;100
wikipedia1;7;19;,;PUNCT;100
wikipedia1;7;20;dr;DET;100
wikipedia1;7;21;Gustave;PROPN;100
wikipedia1;7;22;Stoskopf;PROPN;100
wikipedia1;7;23;,;PUNCT;100
wikipedia1;7;24;dr;DET;100
wikipedia1;7;25;Fritz;PROPN;100
wikipedia1;7;26;Kiener;PROPN;100
wikipedia1;7;27;,;PUNCT;100
wikipedia1;7;28;dr;DET;100
wikipedia1;7;29;Archeologue;NOUN;100
wikipedia1;7;30;Robert;PROPN;100
wikipedia1;7;31;Forrer;PROPN;100
wikipedia1;7;32;un;CONJ;100
wikipedia1;7;33;dr;DET;100
wikipedia1;7;34;Alfred;PROPN;100
wikipedia1;7;35;Kassel;PROPN;100
wikipedia1;7;36;gsìì;VERB;100
wikipedia1;7;37;.;PUNCT;100
wikipedia1;8;1;Dr;DET;100
wikipedia1;8;2;Kìnschtler;NOUN;100
wikipedia1;8;3;Charles;PROPN;100
wikipedia1;8;4;Spindler;PROPN;100
wikipedia1;8;5;-;SYM;100
wikipedia1;8;6;wo;PRON;100
wikipedia1;8;7;bim;ADP;100
wikipedia1;8;8;Notàr;NOUN;100
wikipedia1;8;9;nìt;PART;100
wikipedia1;8;10;derbi;ADV;100
wikipedia1;8;11;gsìì;VERB;100
wikipedia1;8;12;ìsch;AUX;100
wikipedia1;8;13;-;SYM;100
wikipedia1;8;14;hàt;AUX;100
wikipedia1;8;15;aui;ADV;100
wikipedia1;8;16;mìtgmàcht;VERB;100
wikipedia1;8;17;:;PUNCT;100
wikipedia1;8;18;ar;PRON;100
wikipedia1;8;19;hàt;AUX;100
wikipedia1;8;20;d;DET;100
wikipedia1;8;21;Wàsserfàrb-Gmälta;NOUN;100
wikipedia1;8;22;vum;ADP;100
wikipedia1;8;23;Büech;NOUN;100
wikipedia1;8;24;Costumes;X;100
wikipedia1;8;25;et;X;100
wikipedia1;8;26;coutumes;X;100
wikipedia1;8;27;d’Alsace;X;100
wikipedia1;8;28;gaa;VERB;100
wikipedia1;8;29;,;PUNCT;100
wikipedia1;8;30;un;CONJ;100
wikipedia1;8;31;hàt;AUX;100
wikipedia1;8;32;derfer;ADV;100
wikipedia1;8;33;a;DET;100
wikipedia1;8;34;Gschaftsààteil;NOUN;100
wikipedia1;8;35;vum;ADP;100
wikipedia1;8;36;Museum;NOUN;100
wikipedia1;8;37;bikumma;VERB;100
wikipedia1;8;38;.;PUNCT;100
wikipedia1;9;1;Dia;DET;100
wikipedia1;9;2;Bìlder;NOUN;100
wikipedia1;9;3;sìn;AUX;100
wikipedia1;9;4;d;DET;100
wikipedia1;9;5;erschta;ADJ;100
wikipedia1;9;6;Giater;NOUN;100
wikipedia1;9;7;vum;ADP;100
wikipedia1;9;8;züekìnftiga;ADJ;100
wikipedia1;9;9;Museum;NOUN;100
wikipedia1;9;10;gsìì;VERB;100
wikipedia1;9;11;.;PUNCT;100
wikipedia1;10;1;Dr;DET;100
wikipedia1;10;2;Goerges;PROPN;100
wikipedia1;10;3;Ritleng;PROPN;100
wikipedia1;10;4;ìsch;AUX;100
wikipedia1;10;5;Ehrapräsidant;NOUN;100
wikipedia1;10;6;vum;ADP;100
wikipedia1;10;7;Museum;NOUN;100
wikipedia1;10;8;worra;VERB;100
wikipedia1;10;9;.;PUNCT;100
wikipedia1;11;1;S;DET;100
wikipedia1;11;2;Museum;NOUN;100
wikipedia1;11;3;hàt;AUX;100
wikipedia1;11;4;àm;ADP;100
wikipedia1;11;5;11.;NUM;100
wikipedia1;11;6;Mai;NOUN;100
wikipedia1;11;7;1907;NUM;100
wikipedia1;11;8;ufgmàcht;VERB;100
wikipedia1;11;9;.;PUNCT;100
wikipedia1;12;1;Wahrend'm;ADP;100
wikipedia1;12;2;erschta;ADJ;100
wikipedia1;12;3;Waltkriag;NOUN;100
wikipedia1;12;4;hàt;AUX;100
wikipedia1;12;5;d;DET;100
wikipedia1;12;6;ditscha;ADJ;100
wikipedia1;12;7;Regiarung;NOUN;100
wikipedia1;12;8;s;DET;100
wikipedia1;12;9;Museum;NOUN;100
wikipedia1;12;10;züegmàcht;VERB;100
wikipedia1;12;11;,;PUNCT;100
wikipedia1;12;12;wial;SCONJ;100
wikipedia1;12;13;'s;PRON;100
wikipedia1;12;14;züe;PART;100
wikipedia1;12;15;vìel;ADV;100
wikipedia1;12;16;fer;ADP;100
wikipedia1;12;17;s;DET;100
wikipedia1;12;18;Frànkrìch;PROPN;100
wikipedia1;12;19;igstellt;VERB;100
wikipedia1;12;20;gsìì;AUX;100
wikipedia1;12;21;ìsch;AUX;100
wikipedia1;12;22;.;PUNCT;100
wikipedia1;13;1;Ànna;ADP;100
wikipedia1;13;2;1917;NUM;100
wikipedia1;13;3;hàt;AUX;100
wikipedia1;13;4;d;DET;100
wikipedia1;13;5;Stàdt;NOUN;100
wikipedia1;13;6;Stroßburri;PROPN;100
wikipedia1;13;7;s;DET;100
wikipedia1;13;8;Museum;NOUN;100
wikipedia1;13;9;àbkàuift;VERB;100
wikipedia1;13;10;.;PUNCT;100
wikipedia1;14;1;Zwei;NUM;100
wikipedia1;14;2;Gebäi;NOUN;100
wikipedia1;14;3;nawadràà;ADV;100
wikipedia1;14;4;sìn;AUX;100
wikipedia1;14;5;aui;ADV;100
wikipedia1;14;6;kàuift;VERB;100
wikipedia1;14;7;worra;VERB;100
wikipedia1;14;8;,;PUNCT;100
wikipedia1;14;9;s;DET;100
wikipedia1;14;10;Museum;NOUN;100
wikipedia1;14;11;hàt;AUX;100
wikipedia1;14;12;sìch;PRON;100
wikipedia1;14;13;vergreeßert;VERB;100
wikipedia1;14;14;,;PUNCT;100
wikipedia1;14;15;ìm;ADP;100
wikipedia1;14;16;Ràhma;NOUN;100
wikipedia1;14;17;vu;ADP;100
wikipedia1;14;18;da;DET;100
wikipedia1;14;19;Stàdtmuseum;NOUN;100
wikipedia1;14;20;vu;ADP;100
wikipedia1;14;21;Stroßburri;PROPN;100
wikipedia1;14;22;.;PUNCT;100
wikipedia1;15;1;Zwìscha;ADP;100
wikipedia1;15;2;1969;NUM;100
wikipedia1;15;3;un;CONJ;100
wikipedia1;15;4;1985;NUM;100
wikipedia1;15;5;hàt;AUX;100
wikipedia1;15;6;dr;DET;100
wikipedia1;15;7;Verwàlter;NOUN;100
wikipedia1;15;8;Georges;PROPN;100
wikipedia1;15;9;Klein;PROPN;100
wikipedia1;15;10;Üstellunga;NOUN;100
wikipedia1;15;11;ìwer;ADP;100
wikipedia1;15;12;verschìedena;ADJ;100
wikipedia1;15;13;Thema;NOUN;100
wikipedia1;15;14;ufbàuia;VERB;100
wikipedia1;15;15;.;PUNCT;100
wikipedia1;16;1;Ar;PRON;100
wikipedia1;16;2;hàt;AUX;100
wikipedia1;16;3;d;DET;100
wikipedia1;16;4;Entwìcklung;NOUN;100
wikipedia1;16;5;vum;ADP;100
wikipedia1;16;6;Museum;NOUN;100
wikipedia1;16;7;ìn;ADP;100
wikipedia1;16;8;da;DET;100
wikipedia1;16;9;zwei;NUM;100
wikipedia1;16;10;Gebäi;NOUN;100
wikipedia1;16;11;nawadràà;ADV;100
wikipedia1;16;12;gfiahrt;VERB;100
wikipedia1;16;13;un;CONJ;100
wikipedia1;16;14;nèia;ADJ;100
wikipedia1;16;15;Saal;NOUN;100
wikipedia1;16;16;ufgstellt;VERB;100
wikipedia1;16;17;.;PUNCT;100
wikipedia1;17;1;Zwei;NUM;100
wikipedia1;17;2;Saal;NOUN;100
wikipedia1;17;3;ìm;ADP;100
wikipedia1;17;4;drìtta;ADJ;100
wikipedia1;17;5;Stock;NOUN;100
wikipedia1;17;6;sìn;AUX;100
wikipedia1;17;7;làng;ADV;100
wikipedia1;17;8;ìm;ADP;100
wikipedia1;17;9;Wark;NOUN;100
wikipedia1;17;10;vum;ADP;100
wikipedia1;17;11;Pàschtor;NOUN;100
wikipedia1;17;12;un;CONJ;100
wikipedia1;17;13;Pädagoge;NOUN;100
wikipedia1;17;14;Jean-Frédéric;PROPN;100
wikipedia1;17;15;Oberlin;PROPN;100
wikipedia1;17;16;gwìdmet;VERB;100
wikipedia1;17;17;gsìì;AUX;100
wikipedia1;17;18;.;PUNCT;100
wikipedia1;18;1;Wo;PRON;100
wikipedia1;18;2;,;PUNCT;100
wikipedia1;18;3;ànna;ADP;100
wikipedia1;18;4;2003;NUM;100
wikipedia1;18;5;,;PUNCT;100
wikipedia1;18;6;s;DET;100
wikipedia1;18;7;Museum;NOUN;100
wikipedia1;18;8;Jean-Frédéric;PROPN;100
wikipedia1;18;9;Oberlin;PROPN;100
wikipedia1;18;10;z';ADP;100
wikipedia1;18;11;Waldersbach;PROPN;100
wikipedia1;18;12;ufgmàcht;VERB;100
wikipedia1;18;13;hàt;AUX;100
wikipedia1;18;14;,;PUNCT;100
wikipedia1;18;15;ìsch;AUX;100
wikipedia1;18;16;dia;DET;100
wikipedia1;18;17;Sàmmlung;NOUN;100
wikipedia1;18;18;därt;ADV;100
wikipedia1;18;19;ànakumma;VERB;100
wikipedia1;18;20;.;PUNCT;100
wikipedia1;19;1;Noh;ADP;100
wikipedia1;19;2;da;DET;100
wikipedia1;19;3;Faschter;NOUN;100
wikipedia1;19;4;vum;ADP;100
wikipedia1;19;5;100.;NUM;100
wikipedia1;19;6;Geburstàg;NOUN;100
wikipedia1;19;7;ànna;ADP;100
wikipedia1;19;8;2007;NUM;100
wikipedia1;19;9;,;PUNCT;100
wikipedia1;19;10;ìsch;AUX;100
wikipedia1;19;11;s;DET;100
wikipedia1;19;12;Museum;NOUN;100
wikipedia1;19;13;renowiart;VERB;100
wikipedia1;19;14;worra;AUX;100
wikipedia1;19;15;,;PUNCT;100
wikipedia1;19;16;fer;ADP;100
wikipedia1;19;17;ìn;ADP;100
wikipedia1;19;18;d;DET;100
wikipedia1;19;19;Sìcherheitsnorma;NOUN;100
wikipedia1;19;20;ààpàssa;VERB;100
wikipedia1;19;21;.;PUNCT;100
wikipedia1;20;1;S;DET;100
wikipedia1;20;2;Museum;NOUN;100
wikipedia1;20;3;hàt;AUX;100
wikipedia1;20;4;àm;ADP;100
wikipedia1;20;5;15.;NUM;100
wikipedia1;20;6;Oktower;NOUN;100
wikipedia1;20;7;2008;NUM;100
wikipedia1;20;8;wìder;ADV;100
wikipedia1;20;9;ufgmàcht;VERB;100
wikipedia1;20;10;.;PUNCT;100
wikipedia2;1;1;Johannes;PROPN;100
wikipedia2;1;2;Mentelin;PROPN;100
wikipedia2;1;3;Dr;DET;100
wikipedia2;1;4;Johannes;PROPN;100
wikipedia2;1;5;Mentelin;PROPN;100
wikipedia2;1;6;mankmol;ADV;100
wikipedia2;1;7;àui;ADV;100
wikipedia2;1;8;Mentlin;PROPN;100
wikipedia2;1;9;gnannt;VERB;100
wikipedia2;1;10;(;PUNCT;100
wikipedia2;1;11;*;SYM;100
wikipedia2;1;12;um;ADP;100
wikipedia2;1;13;1410;NUM;100
wikipedia2;1;14;z';ADP;100
wikipedia2;1;15;Schlettstàdt;PROPN;100
wikipedia2;1;16;";";PUNCT;100
wikipedia2;1;17;†;SYM;100
wikipedia2;1;18;12.;NUM;100
wikipedia2;1;19;Dezamber;NOUN;100
wikipedia2;1;20;1478;NUM;100
wikipedia2;1;21;z';ADP;100
wikipedia2;1;22;Stroßburri;PROPN;100
wikipedia2;1;23;);PUNCT;100
wikipedia2;1;24;ìsch;AUX;100
wikipedia2;1;25;ìn;ADP;100
wikipedia2;1;26;dr;DET;100
wikipedia2;1;27;Zitt;NOUN;100
wikipedia2;1;28;vu;ADP;100
wikipedia2;1;29;da;DET;100
wikipedia2;1;30;Ìnkunàwel;NOUN;100
wikipedia2;1;31;a;DET;100
wikipedia2;1;32;ditscher;ADJ;100
wikipedia2;1;33;Büechdrucker;NOUN;100
wikipedia2;1;34;un;CONJ;100
wikipedia2;1;35;Büechhàndler;NOUN;100
wikipedia2;1;36;gsìì;VERB;100
wikipedia2;1;37;.;PUNCT;100
wikipedia2;2;1;Ànna;ADP;100
wikipedia2;2;2;1466;NUM;100
wikipedia2;2;3;hàt;AUX;100
wikipedia2;2;4;'r;PRON;100
wikipedia2;2;5;d;DET;100
wikipedia2;2;6;erschta;ADJ;100
wikipedia2;2;7;druckta;ADJ;100
wikipedia2;2;8;Bibel;NOUN;100
wikipedia2;2;9;ìn;ADP;100
wikipedia2;2;10;hochditscha;ADJ;100
wikipedia2;2;11;Sproch;NOUN;100
wikipedia2;2;12;(;PUNCT;100
wikipedia2;2;13;Mentelin-Bibel;PROPN;100
wikipedia2;2;14;);PUNCT;100
wikipedia2;2;15;veräffentligt;VERB;100
wikipedia2;2;16;.;PUNCT;100
wikipedia2;3;1;Lawa;NOUN;100
wikipedia2;3;2;Dr;DET;100
wikipedia2;3;3;Johannes;PROPN;100
wikipedia2;3;4;Mentelin;PROPN;100
wikipedia2;3;5;ìsch;AUX;100
wikipedia2;3;6;ànna;ADP;100
wikipedia2;3;7;1440;NUM;100
wikipedia2;3;8;uf;ADP;100
wikipedia2;3;9;Stroßburri;PROPN;100
wikipedia2;3;10;kumma;VERB;100
wikipedia2;3;11;.;PUNCT;100
wikipedia2;4;1;Àls;CONJ;100
wikipedia2;4;2;Berüef;NOUN;100
wikipedia2;4;3;ìsch;AUX;100
wikipedia2;4;4;'r;PRON;100
wikipedia2;4;5;zeerscht;ADV;100
wikipedia2;4;6;„;PUNCT;100
wikipedia2;4;7;Guldschriiwer;NOUN;100
wikipedia2;4;8;“;PUNCT;100
wikipedia2;4;9;(;PUNCT;100
wikipedia2;4;10;Kalligraph;NOUN;100
wikipedia2;4;11;un;CONJ;100
wikipedia2;4;12;Büechschriiwer;NOUN;100
wikipedia2;4;13;);PUNCT;100
wikipedia2;4;14;gsìì;VERB;100
wikipedia2;4;15;un;CONJ;100
wikipedia2;4;16;hàt;AUX;100
wikipedia2;4;17;noochhar;ADV;100
wikipedia2;4;18;àls;CONJ;100
wikipedia2;4;19;bìschäfliger;ADJ;100
wikipedia2;4;20;Notàr;NOUN;100
wikipedia2;4;21;gschàft;VERB;100
wikipedia2;4;22;.;PUNCT;100
wikipedia2;5;1;Dr;DET;100
wikipedia2;5;2;Mentelin;PROPN;100
wikipedia2;5;3;hàt;AUX;100
wikipedia2;5;4;sina;DET;100
wikipedia2;5;5;Stroßburger;ADJ;100
wikipedia2;5;6;Druckarèi;NOUN;100
wikipedia2;5;7;àm;ADP;100
wikipedia2;5;8;And;NOUN;100
wikipedia2;5;9;vu;ADP;100
wikipedia2;5;10;da;DET;100
wikipedia2;5;11;1450;NUM;100
wikipedia2;5;12;Johra;NOUN;100
wikipedia2;5;13;grìnda;VERB;100
wikipedia2;5;14;.;PUNCT;100
wikipedia2;6;1;Ìm;ADP;100
wikipedia2;6;2;Mìttelàlter;NOUN;100
wikipedia2;6;3;hàt;AUX;100
wikipedia2;6;4;ma;PRON;100
wikipedia2;6;5;„;PUNCT;100
wikipedia2;6;6;Offizin;NOUN;100
wikipedia2;6;7;“;PUNCT;100
wikipedia2;6;8;gsajt;VERB;100
wikipedia2;6;9;fer;ADP;100
wikipedia2;6;10;a;DET;100
wikipedia2;6;11;Büechdruckarèi;NOUN;100
wikipedia2;6;12;.;PUNCT;100
wikipedia2;7;1;Ma;PRON;100
wikipedia2;7;2;weiß;VERB;100
wikipedia2;7;3;nìt;PART;100
wikipedia2;7;4;gnàui;ADV;100
wikipedia2;7;5;wo;ADV;100
wikipedia2;7;6;un;CONJ;100
wikipedia2;7;7;wenn;ADV;100
wikipedia2;7;8;àss;SCONJ;100
wikipedia2;7;9;er;PRON;100
wikipedia2;7;10;d;DET;100
wikipedia2;7;11;Technik;NOUN;100
wikipedia2;7;12;vum;ADP;100
wikipedia2;7;13;Büechdrucka;NOUN;100
wikipedia2;7;14;glehrt;VERB;100
wikipedia2;7;15;hàt;AUX;100
wikipedia2;7;16;.;PUNCT;100
wikipedia2;8;1;Sallamols;ADV;100
wikipedia2;8;2;ìsch;AUX;100
wikipedia2;8;3;nur;ADV;100
wikipedia2;8;4;z';ADP;100
wikipedia2;8;5;Mainz;PROPN;100
wikipedia2;8;6;druckt;VERB;100
wikipedia2;8;7;worra;AUX;100
wikipedia2;8;8;.;PUNCT;100
wikipedia2;9;1;Sina;DET;100
wikipedia2;9;2;Kenntnissa;NOUN;100
wikipedia2;9;3;hàt;AUX;100
wikipedia2;9;4;'r;PRON;100
wikipedia2;9;5;àlso;ADV;100
wikipedia2;9;6;känna;AUX;100
wikipedia2;9;7;lehra;VERB;100
wikipedia2;9;8;antwader;CONJ;100
wikipedia2;9;9;direkt;ADV;100
wikipedia2;9;10;z';ADP;100
wikipedia2;9;11;Mainz;PROPN;100
wikipedia2;9;12;oder;CONJ;100
wikipedia2;9;13;dur;ADP;100
wikipedia2;9;14;ebber;PRON;100
wikipedia2;9;15;wo-n-;PRON;100
wikipedia2;9;16;ìhm;PRON;100
wikipedia2;9;17;dàs;PRON;100
wikipedia2;9;18;zeigt;VERB;100
wikipedia2;9;19;hàt;AUX;100
wikipedia2;9;20;vìllìcht;ADV;100
wikipedia2;9;21;dr;DET;100
wikipedia2;9;22;Heinrich;PROPN;100
wikipedia2;9;23;Eggestein;PROPN;100
wikipedia2;9;24;.;PUNCT;100
wikipedia2;10;1;Denn;CONJ;100
wikipedia2;10;2;dr;DET;100
wikipedia2;10;3;Heinrich;PROPN;100
wikipedia2;10;4;Eggestein;PROPN;100
wikipedia2;10;5;hàt;AUX;100
wikipedia2;10;6;meegligerwiis;ADV;100
wikipedia2;10;7;z';ADP;100
wikipedia2;10;8;Mainz;PROPN;100
wikipedia2;10;9;vum;ADP;100
wikipedia2;10;10;Johann;PROPN;100
wikipedia2;10;11;Gutenberg;PROPN;100
wikipedia2;10;12;s;DET;100
wikipedia2;10;13;Büechdrucka;NOUN;100
wikipedia2;10;14;glehrt;VERB;100
wikipedia2;10;15;.;PUNCT;100
wikipedia2;11;1;Dr;DET;100
wikipedia2;11;2;Eggestein;PROPN;100
wikipedia2;11;3;hàt;AUX;100
wikipedia2;11;4;schiint;VERB;100
wikipedia2;11;5;'s;PRON;100
wikipedia2;11;6;sina;DET;100
wikipedia2;11;7;eigena;ADJ;100
wikipedia2;11;8;Offizin;NOUN;100
wikipedia2;11;9;erscht;ADV;100
wikipedia2;11;10;ìn;ADP;100
wikipedia2;11;11;dr;DET;100
wikipedia2;11;12;Mìttla;NOUN;100
wikipedia2;11;13;vu;ADP;100
wikipedia2;11;14;da;DET;100
wikipedia2;11;15;1460.;NUM;100
wikipedia2;11;16;Johra;NOUN;100
wikipedia2;11;17;igrìchta;VERB;100
wikipedia2;11;18;.;PUNCT;100
wikipedia2;12;1;Wenn;SCONJ;100
wikipedia2;12;2;dàs;PRON;100
wikipedia2;12;3;stìmmt;VERB;100
wikipedia2;12;4;war;AUX;100
wikipedia2;12;5;àlso;ADV;100
wikipedia2;12;6;dr;DET;100
wikipedia2;12;7;Johannes;PROPN;100
wikipedia2;12;8;Mentelin;PROPN;100
wikipedia2;12;9;noch;ADV;100
wikipedia2;12;10;vor;ADP;100
wikipedia2;12;11;em;DET;100
wikipedia2;12;12;Heinrich;PROPN;100
wikipedia2;12;13;Eggestein;PROPN;100
wikipedia2;12;14;dr;DET;100
wikipedia2;12;15;erscht;ADJ;100
wikipedia2;12;16;Büechdrucker;NOUN;100
wikipedia2;12;17;vu;ADP;100
wikipedia2;12;18;Stroßburri;PROPN;100
wikipedia2;12;19;gsìì;VERB;100
wikipedia2;12;20;.;PUNCT;100
wikipedia2;13;1;Dr;DET;100
wikipedia2;13;2;erscht;ADJ;100
wikipedia2;13;3;Druck;NOUN;100
wikipedia2;13;4;wo;PRON;100
wikipedia2;13;5;ma;PRON;100
wikipedia2;13;6;vum;ADP;100
wikipedia2;13;7;Nàma;NOUN;100
wikipedia2;13;8;Mentelin;PROPN;100
wikipedia2;13;9;erfàhrt;VERB;100
wikipedia2;13;10;ìsch;VERB;100
wikipedia2;13;11;„;PUNCT;100
wikipedia2;13;12;Augustinus';X;100
wikipedia2;13;13;Tractatus;X;100
wikipedia2;13;14;de;X;100
wikipedia2;13;15;arte;X;100
wikipedia2;13;16;praedicandi;X;100
wikipedia2;13;17;“;PUNCT;100
wikipedia2;13;18;ìm;ADP;100
wikipedia2;13;19;Johr;NOUN;100
wikipedia2;13;20;1465;NUM;100
wikipedia2;13;21;.;PUNCT;100
wikipedia2;14;1;Àwer;CONJ;100
wikipedia2;14;2;Johannes;PROPN;100
wikipedia2;14;3;Mentelin;PROPN;100
wikipedia2;14;4;hàt;AUX;100
wikipedia2;14;5;wohrschins;ADV;100
wikipedia2;14;6;scho;ADV;100
wikipedia2;14;7;zìmlig;ADV;100
wikipedia2;14;8;friajher;ADV;100
wikipedia2;14;9;fànga-n-à;VERB;100
wikipedia2;14;10;drucka;VERB;100
wikipedia2;14;11;sogàr;ADV;100
wikipedia2;14;12;scho;ADV;100
wikipedia2;14;13;ànna;ADP;100
wikipedia2;14;14;1458;NUM;100
wikipedia2;14;15;.;PUNCT;100
wikipedia2;15;1;Si;DET;100
wikipedia2;15;2;ältschta;ADJ;100
wikipedia2;15;3;bekànnta;ADJ;100
wikipedia2;15;4;Druckwark;NOUN;100
wikipedia2;15;5;ìsch;VERB;100
wikipedia2;15;6;a;DET;100
wikipedia2;15;7;làtiinischa;ADJ;100
wikipedia2;15;8;Bibel;NOUN;100
wikipedia2;15;9;ìn;ADP;100
wikipedia2;15;10;49;NUM;100
wikipedia2;15;11;Ziila;NOUN;100
wikipedia2;15;12;(;PUNCT;100
wikipedia2;15;13;„;PUNCT;100
wikipedia2;15;14;B49;PROPN;100
wikipedia2;15;15;“;PUNCT;100
wikipedia2;15;16;);PUNCT;100
wikipedia2;15;17;dr;DET;100
wikipedia2;15;18;erscht;ADJ;100
wikipedia2;15;19;Bànd;NOUN;100
wikipedia2;15;20;ìsch;VERB;100
wikipedia2;15;21;vum;ADP;100
wikipedia2;15;22;Johr;NOUN;100
wikipedia2;15;23;1460;NUM;100
wikipedia2;15;24;.;PUNCT;100
wikipedia2;16;1;S;DET;100
wikipedia2;16;2;Gschaft;NOUN;100
wikipedia2;16;3;vum;ADP;100
wikipedia2;16;4;Johannes;PROPN;100
wikipedia2;16;5;Mentelin;PROPN;100
wikipedia2;16;6;hàt;AUX;100
wikipedia2;16;7;schnall;ADV;100
wikipedia2;16;8;Erfolg;NOUN;100
wikipedia2;16;9;bikumma;VERB;100
wikipedia2;16;10;ar;PRON;100
wikipedia2;16;11;ìsch;AUX;100
wikipedia2;16;12;a;DET;100
wikipedia2;16;13;riicher;ADJ;100
wikipedia2;16;14;Mànn;NOUN;100
wikipedia2;16;15;worra;VERB;100
wikipedia2;16;16;.;PUNCT;100
wikipedia2;17;1;Ànna;ADP;100
wikipedia2;17;2;1466;NUM;100
wikipedia2;17;3;hàt;AUX;100
wikipedia2;17;4;'r;PRON;100
wikipedia2;17;5;sìch;PRON;100
wikipedia2;17;6;sogàr;ADV;100
wikipedia2;17;7;a;DET;100
wikipedia2;17;8;Wàppa;NOUN;100
wikipedia2;17;9;loo;VERB;100
wikipedia2;17;10;màcha;VERB;100
wikipedia2;17;11;.;PUNCT;100
wikipedia2;18;1;Noh;ADP;100
wikipedia2;18;2;ebbena;ADV;100
wikipedia2;18;3;20;NUM;100
wikipedia2;18;4;Johr;NOUN;100
wikipedia2;18;5;Büechdruckarèi;NOUN;100
wikipedia2;18;6;ìsch;AUX;100
wikipedia2;18;7;Mentelin;PROPN;100
wikipedia2;18;8;àm;ADP;100
wikipedia2;18;9;12.;NUM;100
wikipedia2;18;10;Dezamber;NOUN;100
wikipedia2;18;11;1478;NUM;100
wikipedia2;18;12;z';ADP;100
wikipedia2;18;13;Stroßburri;PROPN;100
wikipedia2;18;14;gstorwa;VERB;100
wikipedia2;18;15;.;PUNCT;100
wikipedia2;19;1;Ar;PRON;100
